Time (Hour),"Y(A1,A2)","SD(A1,A2)","Y(B1,B2)","SD(B1,B2)","Y(C1,C2)","SD(C1,C2)","Y(D1,D2)","SD(D1,D2)","Y(E1,E2)","SD(E1,E2)","Y(F1,F2)","SD(F1,F2)","Y(G1,G2)","SD(G1,G2)","Y(H1,H2)","SD(H1,H2)","Y(A3,A4)","SD(A3,A4)","Y(B3,B4)","SD(B3,B4)","Y(C3,C4)","SD(C3,C4)","Y(D3,D4)","SD(D3,D4)","Y(E3,E4)","SD(E3,E4)","Y(F3,F4)","SD(F3,F4)","Y(G3,G4)","SD(G3,G4)","Y(H3,H4)","SD(H3,H4)","Y(A5,A6)","SD(A5,A6)","Y(B5,B6)","SD(B5,B6)","Y(C5,C6)","SD(C5,C6)","Y(D5,D6)","SD(D5,D6)","Y(E5,E6)","SD(E5,E6)","Y(F5,F6)","SD(F5,F6)","Y(G5,G6)","SD(G5,G6)","Y(H5,H6)","SD(H5,H6)","Y(A7,A8)","SD(A7,A8)","Y(B7,B8)","SD(B7,B8)","Y(C7,C8)","SD(C7,C8)","Y(D7,D8)","SD(D7,D8)","Y(E7,E8)","SD(E7,E8)","Y(F7,F8)","SD(F7,F8)","Y(G7,G8)","SD(G7,G8)","Y(H7,H8)","SD(H7,H8)","Y(A9,A10)","SD(A9,A10)","Y(B9,B10)","SD(B9,B10)","Y(C9,C10)","SD(C9,C10)","Y(D9,D10)","SD(D9,D10)","Y(E9,E10)","SD(E9,E10)","Y(F9,F10)","SD(F9,F10)","Y(G9,G10)","SD(G9,G10)","Y(H9,H10)","SD(H9,H10)","Y(A11,A12)","SD(A11,A12)","Y(B11,B12)","SD(B11,B12)","Y(C11,C12)","SD(C11,C12)","Y(D11,D12)","SD(D11,D12)","Y(E11,E12)","SD(E11,E12)","Y(F11,F12)","SD(F11,F12)","Y(G11,G12)","SD(G11,G12)","Y(H11,H12)","SD(H11,H12)"
119.868611,4.5001,0.191343095,-0.0231,0.032526912,0.46815,0.140219275,1.24785,0.010535891,2.4734,0.317208102,0.74225,0.194242233,-0.1068,0.008202439,5.66435,0.365503495,5.0199,0.142976991,-0.05325,0.005444722,0.4452,0.148775267,1.349,0.143684098,3.13005,0.132723943,0.77335,0.225920617,-0.0439,0.004949747,5.72625,0.133572471,5.3704,0.09489373,-0.01785,0.019445436,0.51805,0.045608387,1.4401,0.032951176,2.87745,0.144037651,0.9785,0.185403398,-0.03725,0.006434672,5.82205,0.184342738,6.0672,0.328380389,-0.00675,0.010253048,0.35085,0.041790011,1.23435,0.186464058,3.5419,0.277751544,1.21275,0.314026122,0.0332,0.054588644,5.4358,0.05529575,6.31,0.025880108,-0.0306,0.004525483,0.28125,0.02920351,1.40005,0.123955819,3.2793,0.107904495,2.3517,0.131521861,0.4635,0.271811847,5.61035,0.062013265,6.20255,0.189575328,-0.00625,0.007141778,0.3329,0.011879394,1.5152,0.201949697,3.6296,0.018243355,2.9969,0.222172951,0.84285,0.42023356,5.5037,0.141704199
120.118611,4.5045,0.177342381,-0.0233,0.033092597,0.46575,0.140502117,1.24895,0.016758431,2.4708,0.314379675,0.73635,0.189292485,-0.1085,0.010182338,5.65655,0.360412326,5.0211,0.146512525,-0.05465,0.006576093,0.44425,0.145734708,1.35505,0.152947197,3.1321,0.129541962,0.77325,0.218566706,-0.0446,0.004808326,5.7237,0.127844906,5.37665,0.087044845,-0.0179,0.020647518,0.52,0.046103362,1.43255,0.027647875,2.87965,0.138380797,0.97635,0.18561553,-0.0364,0.004525483,5.84525,0.176988827,6.07325,0.315157492,-0.0076,0.009192388,0.35005,0.045608387,1.23555,0.193252283,3.52135,0.254629152,1.2155,0.322016428,0.0331,0.0562857,5.43345,0.059184838,6.31195,0.017324116,-0.03185,0.003747666,0.28095,0.028637825,1.39665,0.130885465,3.27165,0.09284312,2.3422,0.151603694,0.46395,0.270468344,5.6239,0.026304372,6.20245,0.184484159,-0.0053,0.007212489,0.33085,0.012940054,1.51155,0.199474823,3.6218,0.018384776,2.98525,0.209374318,0.84095,0.420092139,5.4849,0.140855671
120.368611,4.508,0.184130606,-0.0242,0.032102648,0.4631,0.144815469,1.24445,0.01562706,2.4654,0.319188001,0.73775,0.190423856,-0.10875,0.008555992,5.6434,0.352846284,5.0119,0.137744401,-0.0547,0.007778175,0.4442,0.143825519,1.36195,0.157189837,3.14605,0.120561706,0.7741,0.2231629,-0.04465,0.005727565,5.73655,0.115470537,5.3713,0.089519718,-0.02045,0.020718229,0.5228,0.046527626,1.4249,0.028567114,2.87475,0.137108005,0.98145,0.185191266,-0.0366,0.00523259,5.8627,0.17408969,6.07705,0.311197694,-0.0087,0.011737973,0.34995,0.045749809,1.2269,0.193747258,3.4968,0.235890822,1.22275,0.324632723,0.03425,0.056639253,5.4662,0.077640325,6.3177,0.024607316,-0.03165,0.004596194,0.28035,0.027930718,1.3932,0.132370389,3.27485,0.070498546,2.32945,0.161008214,0.4633,0.269690526,5.62935,0.004737615,6.20535,0.179110148,-0.00615,0.006858936,0.33095,0.013930004,1.51495,0.195090761,3.6217,0.03125412,2.96465,0.218142442,0.8422,0.419738585,5.4832,0.127562063
120.618611,4.50445,0.179958676,-0.0235,0.030688434,0.46435,0.14290628,1.24585,0.01562706,2.45825,0.331986634,0.7375,0.190494567,-0.1086,0.008909545,5.6246,0.375756544,4.9962,0.128552013,-0.0551,0.005939697,0.44585,0.140502117,1.3568,0.147502475,3.1629,0.117521147,0.77335,0.214324065,-0.0444,0.006646804,5.73495,0.069650018,5.3731,0.092913831,-0.02005,0.019586858,0.5235,0.048790368,1.4191,0.018101934,2.8824,0.13138044,0.9823,0.186534769,-0.0377,0.006081118,5.8733,0.16164461,6.08105,0.312470487,-0.0089,0.013010765,0.3513,0.046103362,1.2215,0.194312943,3.4998,0.223728586,1.2216,0.327249018,0.03495,0.057063517,5.48715,0.092136014,6.3254,0.027435743,-0.0318,0.004949747,0.2799,0.02814285,1.39135,0.130744044,3.27385,0.066538748,2.3168,0.164048773,0.46215,0.26905413,5.6166,0.010182338,6.2113,0.185827662,-0.0072,0.008202439,0.3306,0.012445079,1.51545,0.201596143,3.6216,0.014283557,2.94805,0.225920617,0.84395,0.424759043,5.46575,0.126784246
120.868611,4.49645,0.17826162,-0.02475,0.030900566,0.4622,0.141421356,1.24495,0.017606959,2.45835,0.349805725,0.73955,0.192969441,-0.1089,0.007495332,5.6373,0.366988419,4.98345,0.113349217,-0.05615,0.005868986,0.4474,0.137320137,1.35065,0.15224009,3.17735,0.104156829,0.7708,0.216233254,-0.04545,0.003040559,5.74125,0.060316208,5.36155,0.098924239,-0.01925,0.019728279,0.5197,0.051335952,1.42635,0.01873833,2.8738,0.133218918,0.986,0.188231825,-0.0379,0.006363961,5.88675,0.118157543,6.07755,0.30554084,-0.0076,0.012869343,0.3526,0.048083261,1.2188,0.190353145,3.50015,0.198343452,1.22275,0.319541554,0.03445,0.054800776,5.4857,0.112429978,6.3248,0.040163665,-0.03265,0.005444722,0.281,0.027435743,1.3943,0.13350176,3.2819,0.046810469,2.3192,0.167018622,0.46185,0.273013928,5.62785,0.004454773,6.22165,0.196929239,-0.00755,0.006434672,0.3298,0.013152186,1.5171,0.201101169,3.6239,0.000707107,2.9401,0.227122698,0.84675,0.424051937,5.4637,0.132936075
121.118611,4.4869,0.182716392,-0.02615,0.031041988,0.46275,0.140360696,1.2464,0.025173001,2.47095,0.364230703,0.7368,0.19289873,-0.11025,0.009263099,5.632,0.390040101,4.9834,0.11780399,-0.0553,0.007071068,0.445,0.134350288,1.3417,0.156270599,3.17425,0.090297536,0.77395,0.214889751,-0.04575,0.004596194,5.76555,0.05734636,5.36285,0.089166165,-0.0207,0.020788939,0.5234,0.053033009,1.43325,0.013788582,2.88055,0.128481302,0.9875,0.188938932,-0.0386,0.006929646,5.8842,0.117238304,6.07045,0.307096475,-0.00935,0.013081475,0.3493,0.042850671,1.21895,0.188585379,3.51285,0.193110862,1.22465,0.318268762,0.03315,0.054376511,5.50405,0.091570328,6.32665,0.03966869,-0.03325,0.006010408,0.2789,0.026587215,1.3949,0.137744401,3.29115,0.044477017,2.3232,0.167725728,0.4603,0.270539054,5.63605,0.001343503,6.22895,0.193817969,-0.00805,0.006151829,0.33145,0.013364318,1.5208,0.206616601,3.62775,0.009687363,2.94055,0.240769859,0.8494,0.424829754,5.4639,0.111157186
121.368611,4.47935,0.183069946,-0.02645,0.030334881,0.4651,0.136471609,1.2475,0.020081833,2.47295,0.377665732,0.73595,0.199474823,-0.11195,0.008980256,5.62015,0.386009592,4.98465,0.107126677,-0.0555,0.00622254,0.44455,0.137108005,1.3386,0.152169379,3.18405,0.09694434,0.77555,0.209515739,-0.04595,0.003464823,5.78525,0.026657926,5.3618,0.083297179,-0.02095,0.022698128,0.525,0.049497475,1.43535,0.016617009,2.86795,0.118440386,0.99055,0.188585379,-0.0381,0.006363961,5.8909,0.115399827,6.0782,0.31904658,-0.0098,0.012162237,0.34895,0.04376991,1.21675,0.188868221,3.5159,0.225849906,1.2243,0.318339473,0.0328,0.053598694,5.5256,0.064488138,6.33875,0.038678741,-0.03365,0.005868986,0.27855,0.028213561,1.4005,0.135057395,3.2943,0.049356053,2.33495,0.176564563,0.4596,0.267569206,5.63725,0.029769195,6.23505,0.186746901,-0.00835,0.006010408,0.3309,0.012020815,1.526,0.211000664,3.6313,0.005374012,2.9449,0.249043008,0.8546,0.425536861,5.47145,0.09906566
121.618611,4.4691,0.185686241,-0.02645,0.031466252,0.4629,0.135481659,1.24055,0.017465537,2.48175,0.376534361,0.73315,0.197353503,-0.111,0.008626703,5.6248,0.360341616,4.9693,0.127986327,-0.0567,0.007919596,0.4406,0.140997092,1.3336,0.143825519,3.20255,0.115187695,0.7751,0.207323708,-0.0463,0.004525483,5.79035,0.00417193,5.3519,0.107763073,-0.02175,0.019162594,0.52335,0.047588286,1.4288,0.006646804,2.8702,0.10946013,0.99245,0.188443957,-0.0396,0.006081118,5.87625,0.103449722,6.0818,0.309147085,-0.00935,0.011808683,0.3482,0.044123463,1.2162,0.19190878,3.52365,0.219556656,1.2251,0.319612265,0.03325,0.05423509,5.5316,0.076791796,6.3326,0.043557778,-0.0336,0.00523259,0.2776,0.031112698,1.40065,0.137956533,3.2975,0.062366818,2.3369,0.177342381,0.46005,0.266791389,5.6104,0.038325188,6.23715,0.185756951,-0.00705,0.006010408,0.32945,0.012657211,1.5287,0.207889394,3.626,0.005798276,2.9465,0.260922402,0.8591,0.427233917,5.4748,0.11469272
121.868611,4.4663,0.200111219,-0.0281,0.029839906,0.4609,0.136471609,1.2401,0.023475945,2.47795,0.375261569,0.735,0.20025264,-0.111,0.007353911,5.6135,0.370382532,4.96785,0.130744044,-0.0581,0.008768124,0.4422,0.140431407,1.337,0.142411306,3.20215,0.119288914,0.7765,0.211142085,-0.04635,0.003464823,5.79695,0.011101576,5.34855,0.102035509,-0.02125,0.019445436,0.5237,0.046103362,1.4275,0.002545584,2.87405,0.116319066,0.9921,0.186959033,-0.03955,0.0072832,5.8702,0.098853528,6.08365,0.316571706,-0.0085,0.012586501,0.34945,0.047305444,1.21625,0.193676547,3.52615,0.22111229,1.2199,0.322299271,0.03265,0.056780675,5.52915,0.065124535,6.33755,0.029344931,-0.0332,0.004666905,0.2769,0.031112698,1.4052,0.133926024,3.2946,0.080751594,2.33995,0.167796439,0.4604,0.266862099,5.58045,0.030334881,6.2407,0.194030101,-0.0086,0.006363961,0.3278,0.009899495,1.5299,0.209445029,3.6283,0.013010765,2.9537,0.261063824,0.8656,0.432466507,5.44775,0.112924953
122.118889,4.4576,0.202373961,-0.0284,0.030971277,0.4609,0.135198817,1.2441,0.020647518,2.46845,0.378231417,0.729,0.204919545,-0.1121,0.007778175,5.6231,0.345350952,4.9748,0.120490996,-0.05695,0.007707464,0.4407,0.143259834,1.33565,0.14078496,3.1992,0.119783889,0.776,0.20958645,-0.0472,0.002828427,5.79895,0.024678027,5.3401,0.100833427,-0.0215,0.018950462,0.5198,0.0417193,1.4235,0.002969848,2.87465,0.115329116,0.99225,0.190423856,-0.04035,0.006010408,5.90835,0.094115913,6.084,0.313955411,-0.01005,0.011950105,0.34895,0.049285343,1.21475,0.193817969,3.5261,0.218213153,1.21975,0.326895465,0.033,0.055578593,5.543,0.061659711,6.34965,0.029910617,-0.034,0.005374012,0.2771,0.031112698,1.40385,0.133006786,3.2889,0.093620938,2.34555,0.167796439,0.45965,0.271599715,5.56125,0.024536605,6.2426,0.192050202,-0.0087,0.005374012,0.32605,0.011525841,1.533,0.211990613,3.63335,0.015344217,2.98325,0.236385797,0.86065,0.427728892,5.4324,0.1125714
122.369167,4.451,0.180312229,-0.02965,0.029344931,0.45855,0.135128106,1.2411,0.024183052,2.4639,0.366564155,0.72975,0.208384368,-0.1118,0.007495332,5.6113,0.347613694,4.9805,0.114975563,-0.05795,0.005868986,0.4414,0.144391205,1.32975,0.136825162,3.19805,0.10839947,0.78105,0.213192695,-0.04715,0.00417193,5.8187,0.054871486,5.3381,0.100692006,-0.02245,0.021001071,0.5193,0.044406306,1.4156,0.007212489,2.8793,0.112005714,0.99035,0.188585379,-0.0409,0.005939697,5.9346,0.095600837,6.0815,0.311834091,-0.00925,0.013930004,0.35025,0.0490025,1.21295,0.197212081,3.5227,0.188656089,1.21915,0.324915566,0.03135,0.054942197,5.57595,0.067245855,6.36225,0.029344931,-0.0339,0.005515433,0.27585,0.030476302,1.3987,0.135057395,3.28135,0.086196317,2.34925,0.154078568,0.46215,0.27527667,5.5432,0.03026417,6.25795,0.191413806,-0.0084,0.004525483,0.3239,0.010748023,1.53095,0.208242947,3.6332,0.014849242,2.99855,0.235961533,0.85985,0.42334483,5.4425,0.102247641
122.619444,4.4486,0.17522106,-0.03005,0.031466252,0.46195,0.142057752,1.23735,0.029769195,2.4589,0.364159992,0.7262,0.212980562,-0.1118,0.009050967,5.6044,0.344219581,4.97925,0.117167594,-0.0584,0.006646804,0.4441,0.14495689,1.323,0.129117698,3.2091,0.112429978,0.78185,0.216728228,-0.04775,0.00516188,5.80815,0.077993878,5.3404,0.100974848,-0.0225,0.020081833,0.51805,0.047729708,1.4086,0.007778175,2.88355,0.115329116,0.9924,0.194312943,-0.04045,0.005868986,5.9119,0.057134228,6.0959,0.304904444,-0.0106,0.012445079,0.34895,0.049568185,1.2082,0.19912127,3.5177,0.185686241,1.219,0.325834805,0.0306,0.055437172,5.58505,0.060316208,6.37485,0.025667976,-0.0337,0.004384062,0.2766,0.028991378,1.3951,0.134774552,3.27795,0.085064946,2.3535,0.167018622,0.4635,0.281145656,5.5295,0.014849242,6.2643,0.195302893,-0.0089,0.006081118,0.32245,0.011808683,1.5289,0.205060967,3.6419,0.026445794,2.9856,0.235749401,0.86335,0.423910515,5.4229,0.106207439
122.869722,4.44775,0.16058395,-0.0308,0.030971277,0.4591,0.142411306,1.23935,0.03132483,2.4672,0.375049437,0.72555,0.208808632,-0.11255,0.008131728,5.57505,0.344714556,4.9759,0.113419928,-0.0579,0.006081118,0.4415,0.141987042,1.32335,0.126077139,3.223,0.104793225,0.7794,0.217364625,-0.0477,0.003394113,5.8115,0.062225397,5.35045,0.098499975,-0.02235,0.020718229,0.5204,0.046244783,1.41185,0.008414571,2.89545,0.112924953,0.9964,0.19912127,-0.0407,0.005798276,5.91515,0.071771338,6.1022,0.308864242,-0.01135,0.01350574,0.34775,0.048861079,1.20035,0.195656446,3.5162,0.182150707,1.22145,0.335239325,0.0311,0.054730065,5.57955,0.035991735,6.37735,0.026375083,-0.03445,0.005727565,0.2754,0.027011479,1.39975,0.138097954,3.28505,0.075306872,2.3488,0.160371818,0.4666,0.281428499,5.499,0.032385491,6.27205,0.181090047,-0.0092,0.004808326,0.3228,0.011030866,1.52955,0.203151778,3.6452,0.028001429,2.9766,0.245366053,0.86475,0.422920566,5.4204,0.111015765
123.119444,4.44225,0.164685169,-0.0306,0.029698485,0.4559,0.142269884,1.24125,0.026799347,2.47035,0.37540299,0.72455,0.214041223,-0.11215,0.006717514,5.56405,0.338633438,4.9776,0.113844192,-0.0593,0.008485281,0.4417,0.143401255,1.31815,0.123814397,3.23395,0.092701699,0.77695,0.22210224,-0.0478,0.00311127,5.80915,0.070781389,5.35115,0.091994592,-0.02525,0.018314066,0.51945,0.046315494,1.411,0.006505382,2.90175,0.106843835,0.9994,0.197848477,-0.04195,0.005586144,5.91165,0.090863221,6.1077,0.299813275,-0.01165,0.012091526,0.3484,0.049214632,1.19805,0.201030458,3.5265,0.185120555,1.2194,0.340118362,0.0317,0.05529575,5.58185,0.029344931,6.3939,0.019233304,-0.03435,0.004596194,0.2764,0.028284271,1.397,0.13760298,3.29355,0.080539462,2.34605,0.161856742,0.4678,0.281852763,5.49675,0.040375797,6.27565,0.18349421,-0.01025,0.004737615,0.3213,0.010040916,1.5315,0.201666854,3.637,0.027577164,2.97695,0.245295342,0.864,0.425536861,5.40765,0.111227897
123.369444,4.4434,0.164473037,-0.03115,0.031183409,0.45445,0.145027601,1.2429,0.025455844,2.4664,0.376180808,0.7224,0.211990613,-0.11365,0.007000357,5.57145,0.331703791,4.98175,0.109813683,-0.0596,0.007636753,0.44035,0.145027601,1.32575,0.125794296,3.2435,0.08966114,0.7762,0.22104158,-0.0484,0.003535534,5.81875,0.056073568,5.35135,0.091570328,-0.02535,0.017465537,0.5178,0.048366104,1.4085,0.005656854,2.89775,0.089024744,1.00495,0.19494934,-0.0412,0.005798276,5.9242,0.095035151,6.10885,0.278953625,-0.0118,0.0145664,0.34725,0.050699556,1.1963,0.197424213,3.5291,0.184130606,1.21325,0.334390797,0.0318,0.054305801,5.5716,0.045113413,6.4028,0.020506097,-0.03515,0.006576093,0.27695,0.02920351,1.3983,0.140007143,3.30085,0.065265956,2.34655,0.169069231,0.4656,0.281287078,5.4887,0.069155043,6.2893,0.172675476,-0.00865,0.004596194,0.3214,0.011172287,1.52715,0.196363553,3.62895,0.02708219,2.9732,0.234900873,0.8619,0.420162849,5.38845,0.109813683
123.619444,4.44625,0.157048416,-0.031,0.029698485,0.4577,0.143118413,1.24165,0.022556706,2.459,0.37222101,0.72585,0.212344166,-0.11225,0.007848885,5.55025,0.353199837,4.97815,0.09694434,-0.05905,0.006010408,0.4392,0.140572828,1.32745,0.120137442,3.2421,0.081882965,0.77815,0.223233611,-0.0491,0.003394113,5.79425,0.057063517,5.35075,0.086620581,-0.0258,0.015556349,0.51675,0.048295393,1.40645,0.01251579,2.9094,0.08442855,1.0086,0.195444314,-0.0422,0.004242641,5.9154,0.096449365,6.11455,0.26594286,-0.01275,0.013788582,0.3469,0.05105311,1.1913,0.197707056,3.53375,0.19183807,1.2176,0.33262303,0.0306,0.055154329,5.56455,0.006576093,6.41985,0.027365032,-0.03555,0.004454773,0.27655,0.027223611,1.39405,0.137532269,3.30555,0.045042702,2.34755,0.17515035,0.46335,0.28050926,5.49405,0.046174073,6.2998,0.184130606,-0.01025,0.00516188,0.32015,0.009828784,1.52695,0.193676547,3.6346,0.024607316,2.96285,0.245436764,0.86155,0.417546554,5.368,0.11158145
123.869167,4.44785,0.164402327,-0.0324,0.030547013,0.4614,0.139158615,1.23985,0.01873833,2.46315,0.382898322,0.7252,0.209869293,-0.11435,0.007990307,5.5384,0.352704862,4.9947,0.075660426,-0.06025,0.007424621,0.44075,0.139936432,1.3197,0.121198102,3.23975,0.079549513,0.7783,0.224435692,-0.049,0.00523259,5.8207,0.065053824,5.35475,0.102742615,-0.02745,0.017324116,0.5155,0.045820519,1.4034,0.008768124,2.90095,0.074458344,1.01185,0.20852579,-0.04225,0.006858936,5.90855,0.105146778,6.1195,0.271670425,-0.0131,0.012727922,0.34465,0.049143921,1.1868,0.199262691,3.5489,0.183847763,1.21955,0.329582471,0.02925,0.052396612,5.5605,0.004525483,6.4297,0.019233304,-0.03585,0.006434672,0.2782,0.027860007,1.3914,0.139300036,3.315,0.054305801,2.3559,0.185686241,0.462,0.281145656,5.4818,0.043416356,6.30825,0.189009643,-0.00985,0.006434672,0.3194,0.00622254,1.5291,0.185544819,3.6397,0.026587215,2.9584,0.26063956,0.8625,0.416768737,5.38575,0.10005561
124.119167,4.45425,0.160442529,-0.0343,0.0271529,0.4604,0.13873435,1.23795,0.019162594,2.46235,0.380069895,0.7218,0.214536197,-0.1149,0.007212489,5.52475,0.34414887,5.0046,0.091499617,-0.0594,0.007212489,0.44115,0.142482016,1.31865,0.131026887,3.24605,0.0635689,0.7808,0.227829805,-0.04905,0.004313351,5.8019,0.060952605,5.36025,0.092418856,-0.02705,0.019304015,0.5158,0.047093312,1.4052,0.001272792,2.9098,0.056709964,1.0093,0.205343809,-0.043,0.005515433,5.91355,0.085772053,6.11,0.278034386,-0.01325,0.01350574,0.343,0.046103362,1.18105,0.201454722,3.55815,0.181938575,1.2199,0.317066681,0.02775,0.051548084,5.5455,0.002262742,6.44225,0.011384419,-0.0358,0.004808326,0.27875,0.03019346,1.39235,0.139653589,3.3234,0.044406306,2.35575,0.189151064,0.46295,0.28263058,5.4619,0.042002143,6.32245,0.190141013,-0.0105,0.005939697,0.3193,0.006929646,1.52865,0.188302536,3.63955,0.022132442,2.9637,0.275347381,0.8585,0.404040815,5.3689,0.087256977
124.369167,4.4602,0.15641202,-0.03405,0.028637825,0.4603,0.13449171,1.24145,0.020718229,2.46655,0.38063558,0.7212,0.218778838,-0.11505,0.008697413,5.5244,0.311834091,5.00695,0.091853171,-0.06125,0.007566043,0.4476,0.144674047,1.31565,0.133572471,3.26465,0.040375797,0.77925,0.229880415,-0.0495,0.002545584,5.8017,0.04794184,5.3579,0.090792511,-0.02845,0.017041273,0.5158,0.047093312,1.40955,7.07107E-05,2.9234,0.050346003,1.0069,0.198979848,-0.043,0.003818377,5.9216,0.074953319,6.12115,0.278105097,-0.01315,0.014071425,0.3442,0.048224682,1.1781,0.192333044,3.5618,0.184837713,1.2178,0.315793888,0.02735,0.049992449,5.53045,0.013788582,6.4554,0.006505382,-0.0373,0.005656854,0.278,0.029274221,1.3898,0.140714249,3.3202,0.042992092,2.3537,0.188514668,0.46135,0.279660732,5.45645,0.058901995,6.3391,0.189080353,-0.0098,0.00523259,0.3201,0.007778175,1.52695,0.188302536,3.64155,0.005303301,2.96505,0.28362053,0.85985,0.396333351,5.36275,0.087893373
124.619167,4.46335,0.171614816,-0.03325,0.028072139,0.46025,0.134138156,1.23805,0.024960869,2.45965,0.369887557,0.7192,0.223304321,-0.11575,0.007848885,5.5077,0.308581399,5.0039,0.079337381,-0.06095,0.008555992,0.4462,0.148209581,1.3153,0.126713535,3.2566,0.0417193,0.7774,0.23461803,-0.0507,0.002404163,5.79415,0.049143921,5.35725,0.089873272,-0.02885,0.016899852,0.5177,0.049921739,1.4065,0.001414214,2.92595,0.053103719,1.00585,0.193110862,-0.04265,0.005020458,5.927,0.056002857,6.12875,0.276832305,-0.01405,0.014919953,0.34205,0.048295393,1.17875,0.189575328,3.57,0.182150707,1.2157,0.311692669,0.02855,0.050699556,5.49935,0.014071425,6.465,0.003394113,-0.0365,0.005939697,0.27825,0.029344931,1.39045,0.139370747,3.31305,0.054376511,2.3499,0.178756594,0.45985,0.273721035,5.44465,0.055649304,6.3491,0.182574971,-0.01045,0.006151829,0.319,0.010323759,1.52805,0.18561553,3.6566,0.003394113,2.96735,0.266225703,0.86545,0.401283098,5.36205,0.103449722
124.868889,4.4673,0.191625938,-0.03435,0.027365032,0.4614,0.131097597,1.23595,0.024253763,2.4734,0.366564155,0.71935,0.22422356,-0.1161,0.010182338,5.5041,0.290196623,5.01565,0.078135299,-0.06185,0.007566043,0.44485,0.144603337,1.3163,0.128693434,3.2532,0.046386205,0.7802,0.237446457,-0.05055,0.002333452,5.7893,0.033658283,5.34925,0.10839947,-0.029,0.016404877,0.51635,0.050558135,1.40285,0.004596194,2.92305,0.068377226,1.0057,0.193322994,-0.04445,0.00516188,5.9173,0.108753023,6.1364,0.293732157,-0.01385,0.013647161,0.341,0.050911688,1.17625,0.189009643,3.5698,0.170836998,1.2158,0.309571349,0.0266,0.051618795,5.5054,0.026587215,6.4774,0.001414214,-0.03635,0.005727565,0.27855,0.030617724,1.39375,0.147856028,3.3211,0.065760931,2.35535,0.170907709,0.4615,0.271670425,5.4452,0.046244783,6.36235,0.17939299,-0.01,0.006788225,0.31965,0.010677312,1.53425,0.190423856,3.6659,0.000141421,2.9773,0.241689098,0.86585,0.398454671,5.37105,0.083650732
125.118889,4.4614,0.187241876,-0.03485,0.028354982,0.4646,0.129683384,1.23855,0.021566757,2.47125,0.363665018,0.7205,0.220193052,-0.1166,0.007353911,5.49415,0.298045508,5.01555,0.071064232,-0.06075,0.008131728,0.44285,0.147148921,1.31715,0.123107291,3.2532,0.054022958,0.7809,0.235325137,-0.04985,0.002474874,5.75915,0.009970206,5.3381,0.092348146,-0.03025,0.01873833,0.51655,0.048153972,1.40655,0.003747666,2.9147,0.05006316,1.0071,0.19601,-0.0447,0.004525483,5.89395,0.121127392,6.1481,0.282418448,-0.01505,0.013364318,0.34195,0.051265242,1.17375,0.189716749,3.5785,0.176069589,1.21395,0.305116576,0.0255,0.053033009,5.51225,0.002616295,6.48985,0.004596194,-0.03625,0.006151829,0.2786,0.029274221,1.39965,0.153371461,3.32505,0.072054181,2.35915,0.152381511,0.46675,0.275842355,5.4428,0.008768124,6.3799,0.190211724,-0.0102,0.006505382,0.3194,0.00933381,1.5355,0.190353145,3.66465,0.01251579,3.01555,0.225496353,0.87205,0.40142452,5.35835,0.076862507
125.368889,4.464,0.194595786,-0.035,0.027860007,0.4625,0.130673333,1.236,0.0145664,2.4776,0.376180808,0.71895,0.225354931,-0.11595,0.008273149,5.4736,0.28991378,5.02115,0.069650018,-0.0616,0.007212489,0.44465,0.149694506,1.3157,0.115541248,3.25135,0.068377226,0.77955,0.23567869,-0.05155,0.003464823,5.72655,0.025102291,5.34015,0.099914188,-0.03105,0.019162594,0.5165,0.047234733,1.4107,0.000424264,2.9163,0.055012908,1.0083,0.195868578,-0.04405,0.003040559,5.86785,0.121268813,6.16265,0.287014642,-0.016,0.014000714,0.34405,0.051689506,1.17545,0.189999592,3.5941,0.196858528,1.21125,0.297762666,0.02615,0.053669405,5.48275,0.046598337,6.50175,0.01251579,-0.0377,0.00622254,0.2791,0.033234019,1.4043,0.154007857,3.34245,0.085772053,2.39175,0.093267384,0.473,0.278034386,5.42805,0.025667976,6.3993,0.191767359,-0.011,0.005515433,0.3192,0.011596551,1.5376,0.195302893,3.6649,0.006788225,3.02935,0.22111229,0.8752,0.411394725,5.34925,0.092701699
125.619167,4.4511,0.19190878,-0.03645,0.025809398,0.46045,0.127774195,1.2325,0.013435029,2.4828,0.379150656,0.7184,0.216233254,-0.1178,0.007636753,5.4784,0.293307893,5.02045,0.058760574,-0.06195,0.007990307,0.43995,0.15011877,1.3134,0.114975563,3.2541,0.067599408,0.7799,0.231648182,-0.05085,0.004454773,5.70875,0.027223611,5.3506,0.102106219,-0.02995,0.019728279,0.5145,0.045537677,1.4072,0.000848528,2.92605,0.047588286,1.013,0.203929596,-0.0446,0.004384062,5.8735,0.136754451,6.1651,0.288216724,-0.0164,0.013859293,0.34425,0.050416713,1.17195,0.192403755,3.61765,0.212344166,1.21495,0.306955054,0.0254,0.050911688,5.48275,0.042921382,6.5078,0.018384776,-0.0378,0.007353911,0.27925,0.0344361,1.4079,0.151603694,3.33365,0.104439672,2.39715,0.089731851,0.4763,0.281287078,5.41165,0.029910617,6.40975,0.198484873,-0.01025,0.004454773,0.3186,0.013293607,1.5414,0.193605837,3.66535,0.013222897,3.02,0.243244733,0.87315,0.407647059,5.36875,0.097934289
